IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
54.86.9.220,443,443,true,IAD,North America,US,Ashburn,337,7.51
3.143.251.210,443,443,true,IAD,North America,US,Ashburn,234,7.51
54.81.92.97,443,443,true,IAD,North America,US,Ashburn,263,7.51
3.134.89.252,443,443,true,IAD,North America,US,Ashburn,337,7.51
18.217.129.171,443,443,true,IAD,North America,US,Ashburn,324,7.51
3.21.168.202,443,443,true,IAD,North America,US,Ashburn,289,7.51
18.216.113.79,443,443,true,IAD,North America,US,Ashburn,379,7.51
54.75.128.116,443,443,true,DUB,Europe,IE,Dublin,281,7.51
3.99.248.232,443,443,true,YUL,North America,CA,Montréal,420,7.50
18.117.147.88,443,443,true,IAD,North America,US,Ashburn,351,7.50
3.86.51.168,443,443,true,IAD,North America,US,Ashburn,279,7.50
3.84.110.182,8443,443,true,IAD,North America,US,Ashburn,316,7.50
3.144.238.55,443,443,true,IAD,North America,US,Ashburn,446,7.50
54.159.140.172,443,443,true,IAD,North America,US,Ashburn,328,7.50
18.222.28.6,443,443,true,IAD,North America,US,Ashburn,283,7.50
3.16.26.22,443,443,true,IAD,North America,US,Ashburn,397,7.50
107.23.3.13,443,443,true,IAD,North America,US,Ashburn,284,7.50
18.188.55.17,443,443,true,IAD,North America,US,Ashburn,353,7.50
3.19.69.27,443,443,true,IAD,North America,US,Ashburn,230,7.50
3.73.82.44,443,443,true,FRA,Europe,DE,Frankfurt,379,7.49
35.183.183.159,443,443,true,YUL,North America,CA,Montréal,376,7.49
3.23.95.93,443,443,true,IAD,North America,US,Ashburn,399,7.49
3.145.120.248,443,443,true,IAD,North America,US,Ashburn,359,7.49
18.118.17.96,443,443,true,IAD,North America,US,Ashburn,277,7.49
18.224.202.140,443,443,true,IAD,North America,US,Ashburn,239,7.49
18.222.182.224,443,443,true,IAD,North America,US,Ashburn,374,7.49
3.143.231.54,443,443,true,IAD,North America,US,Ashburn,237,7.49
3.142.222.91,443,443,true,IAD,North America,US,Ashburn,328,7.48
18.221.146.122,443,443,true,IAD,North America,US,Ashburn,368,7.48
3.134.94.99,443,443,true,IAD,North America,US,Ashburn,357,7.48
18.223.209.73,443,443,true,CMH,North America,US,Columbus,365,7.48
18.218.153.112,443,443,true,IAD,North America,US,Ashburn,286,7.48
3.22.166.34,443,443,true,IAD,North America,US,Ashburn,259,7.48
18.185.75.176,443,443,true,FRA,Europe,DE,Frankfurt,362,7.48
3.19.68.209,443,443,true,IAD,North America,US,Ashburn,250,7.48
67.226.221.102,443,443,true,SJC,North America,US,San Jose,417,7.48
3.144.33.30,443,443,true,IAD,North America,US,Ashburn,241,7.47
3.144.82.45,443,443,true,IAD,North America,US,Ashburn,232,7.47
3.96.179.53,443,443,true,YUL,North America,CA,Montréal,379,7.47
3.23.175.7,2096,443,true,ORD,North America,US,Chicago,474,7.47
18.218.223.184,443,443,true,IAD,North America,US,Ashburn,319,7.47
34.238.137.94,443,443,true,IAD,North America,US,Ashburn,257,7.47
3.97.114.61,443,443,true,DFW,North America,US,Dallas,317,7.47
3.140.250.192,443,443,true,IAD,North America,US,Ashburn,361,7.47
18.202.252.124,443,443,true,DUB,Europe,IE,Dublin,296,7.47
3.66.174.91,443,443,true,FRA,Europe,DE,Frankfurt,277,7.47
3.21.55.99,443,443,true,IAD,North America,US,Ashburn,255,7.47
52.57.113.97,443,443,true,FRA,Europe,DE,Frankfurt,256,7.47
3.89.158.108,443,443,true,IAD,North America,US,Ashburn,426,7.47
54.227.145.111,443,443,true,IAD,North America,US,Ashburn,306,7.47
18.222.239.169,443,443,true,IAD,North America,US,Ashburn,381,7.47
3.22.60.11,443,443,true,IAD,North America,US,Ashburn,351,7.46
3.23.63.202,443,443,true,IAD,North America,US,Ashburn,330,7.46
3.22.60.11,443,443,true,IAD,North America,US,Ashburn,236,7.46
3.218.151.68,443,443,true,IAD,North America,US,Ashburn,362,7.46
34.239.142.141,443,443,true,IAD,North America,US,Ashburn,236,7.46
3.139.61.55,443,443,true,IAD,North America,US,Ashburn,327,7.46
3.18.212.45,443,443,true,IAD,North America,US,Ashburn,271,7.46
3.90.10.95,443,443,true,IAD,North America,US,Ashburn,311,7.46
18.221.181.95,443,443,true,IAD,North America,US,Ashburn,333,7.46
3.17.62.201,443,443,true,IAD,North America,US,Ashburn,340,7.46
3.143.252.244,443,443,true,IAD,North America,US,Ashburn,323,7.46
35.182.66.11,443,443,true,YUL,North America,CA,Montréal,252,7.46
54.235.48.16,443,443,true,IAD,North America,US,Ashburn,320,7.46
52.90.204.255,443,443,true,IAD,North America,US,Ashburn,368,7.46
18.193.157.84,443,443,true,FRA,Europe,DE,Frankfurt,405,7.45
54.77.210.175,443,443,true,DUB,Europe,IE,Dublin,374,7.45
54.74.139.27,443,443,true,DUB,Europe,IE,Dublin,374,7.45
3.14.11.144,443,443,true,IAD,North America,US,Ashburn,257,7.45
3.140.253.101,443,443,true,IAD,North America,US,Ashburn,249,7.45
18.191.84.118,443,443,true,IAD,North America,US,Ashburn,233,7.45
18.223.33.81,443,443,true,IAD,North America,US,Ashburn,296,7.45
3.131.93.155,443,443,true,IAD,North America,US,Ashburn,351,7.45
3.81.89.161,443,443,true,IAD,North America,US,Ashburn,227,7.45
52.14.226.22,443,443,true,CMH,North America,US,Columbus,271,7.45
3.98.127.3,443,443,true,YUL,North America,CA,Montréal,309,7.45
3.144.76.45,443,443,true,IAD,North America,US,Ashburn,375,7.44
44.202.194.25,443,443,true,IAD,North America,US,Ashburn,237,7.44
18.220.170.131,443,443,true,IAD,North America,US,Ashburn,315,7.44
3.208.2.33,443,443,true,IAD,North America,US,Ashburn,346,7.44
18.194.232.56,443,443,true,FRA,Europe,DE,Frankfurt,393,7.44
3.144.73.196,443,443,true,IAD,North America,US,Ashburn,255,7.44
3.147.68.67,443,443,true,CMH,North America,US,Columbus,265,7.44
3.22.235.43,443,443,true,IAD,North America,US,Ashburn,293,7.44
3.89.69.56,443,443,true,IAD,North America,US,Ashburn,251,7.44
3.147.36.59,443,443,true,CMH,North America,US,Columbus,254,7.44
18.222.250.237,443,443,true,IAD,North America,US,Ashburn,236,7.44
3.19.72.203,443,443,true,IAD,North America,US,Ashburn,272,7.43
18.116.234.127,443,443,true,IAD,North America,US,Ashburn,249,7.43
52.90.88.184,443,443,true,IAD,North America,US,Ashburn,253,7.43
54.81.231.60,443,443,true,IAD,North America,US,Ashburn,318,7.43
54.144.43.194,443,443,true,IAD,North America,US,Ashburn,395,7.43
3.17.60.149,443,443,true,IAD,North America,US,Ashburn,438,7.43
18.188.128.253,443,443,true,IAD,North America,US,Ashburn,437,7.43
3.138.108.239,443,443,true,IAD,North America,US,Ashburn,285,7.43
3.99.43.125,443,443,true,DFW,North America,US,Dallas,295,7.43
18.116.238.158,443,443,true,IAD,North America,US,Ashburn,360,7.42
3.142.218.176,443,443,true,IAD,North America,US,Ashburn,231,7.42
3.22.101.150,443,443,true,IAD,North America,US,Ashburn,230,7.42
18.221.158.33,443,443,true,IAD,North America,US,Ashburn,369,7.42
3.136.160.125,443,443,true,IAD,North America,US,Ashburn,275,7.42
54.166.213.213,2053,443,true,IAD,North America,US,Ashburn,244,7.42
18.225.95.105,443,443,true,CMH,North America,US,Columbus,305,7.42
3.143.248.109,443,443,true,IAD,North America,US,Ashburn,255,7.42
54.171.176.28,443,443,true,DUB,Europe,IE,Dublin,250,7.42
3.137.41.46,443,443,true,IAD,North America,US,Ashburn,382,7.42
18.220.20.118,443,443,true,IAD,North America,US,Ashburn,233,7.42
3.14.14.83,443,443,true,IAD,North America,US,Ashburn,236,7.41
54.224.37.67,443,443,true,IAD,North America,US,Ashburn,278,7.41
18.118.84.219,443,443,true,IAD,North America,US,Ashburn,299,7.41
3.15.173.191,443,443,true,IAD,North America,US,Ashburn,353,7.41
3.135.195.101,443,443,true,CMH,North America,US,Columbus,254,7.41
51.44.176.152,443,443,true,CDG,Europe,FR,Paris,258,7.41
3.138.247.204,443,443,true,IAD,North America,US,Ashburn,301,7.41
35.183.21.186,443,443,true,YUL,North America,CA,Montréal,258,7.41
18.220.220.234,443,443,true,IAD,North America,US,Ashburn,242,7.40
3.144.69.189,443,443,true,IAD,North America,US,Ashburn,308,7.40
3.22.95.182,443,443,true,IAD,North America,US,Ashburn,352,7.40
3.15.231.215,443,443,true,CMH,North America,US,Columbus,332,7.40
54.77.210.175,443,443,true,DUB,Europe,IE,Dublin,318,7.40
35.168.11.194,443,443,true,IAD,North America,US,Ashburn,345,7.40
63.176.51.3,443,443,true,FRA,Europe,DE,Frankfurt,270,7.40
35.182.191.153,443,443,true,YUL,North America,CA,Montréal,394,7.40
3.23.99.111,443,443,true,IAD,North America,US,Ashburn,343,7.40
52.47.111.34,443,443,true,CDG,Europe,FR,Paris,353,7.40
3.23.98.237,443,443,true,IAD,North America,US,Ashburn,233,7.40
3.89.181.209,443,443,true,IAD,North America,US,Ashburn,301,7.40
3.124.205.14,443,443,true,FRA,Europe,DE,Frankfurt,361,7.40
18.118.145.89,443,443,true,IAD,North America,US,Ashburn,312,7.40
54.91.166.207,443,443,true,IAD,North America,US,Ashburn,346,7.40
52.59.251.93,443,443,true,FRA,Europe,DE,Frankfurt,252,7.40
3.14.70.158,443,443,true,IAD,North America,US,Ashburn,316,7.40
3.129.68.212,443,443,true,IAD,North America,US,Ashburn,344,7.40
54.216.193.100,443,443,true,DUB,Europe,IE,Dublin,337,7.39
51.44.146.223,8443,443,true,CDG,Europe,FR,Paris,304,7.39
3.14.135.7,443,443,true,IAD,North America,US,Ashburn,263,7.39
3.145.17.57,443,443,true,CMH,North America,US,Columbus,272,7.39
3.136.160.125,443,443,true,IAD,North America,US,Ashburn,255,7.39
18.116.238.74,443,443,true,IAD,North America,US,Ashburn,260,7.39
3.15.171.112,443,443,true,IAD,North America,US,Ashburn,416,7.39
3.81.89.235,443,443,true,IAD,North America,US,Ashburn,286,7.39
3.82.62.132,443,443,true,IAD,North America,US,Ashburn,339,7.39
3.81.169.21,443,443,true,IAD,North America,US,Ashburn,373,7.39
3.138.195.230,443,443,true,IAD,North America,US,Ashburn,230,7.39
34.203.242.186,8443,443,true,IAD,North America,US,Ashburn,240,7.39
3.140.210.32,443,443,true,IAD,North America,US,Ashburn,368,7.39
18.193.119.21,443,443,true,FRA,Europe,DE,Frankfurt,293,7.39
3.14.80.54,443,443,true,IAD,North America,US,Ashburn,426,7.39
3.131.157.163,443,443,true,IAD,North America,US,Ashburn,245,7.39
99.79.9.142,443,443,true,YUL,North America,CA,Montréal,344,7.39
3.14.14.83,443,443,true,IAD,North America,US,Ashburn,478,7.38
18.184.196.136,443,443,true,FRA,Europe,DE,Frankfurt,320,7.38
3.97.50.216,443,443,true,YUL,North America,CA,Montréal,297,7.38
16.171.134.145,443,443,true,CPH,Europe,DK,Copenhagen,282,7.38
3.138.190.60,443,443,true,IAD,North America,US,Ashburn,357,7.38
54.242.117.173,443,443,true,IAD,North America,US,Ashburn,290,7.38
3.97.114.48,443,443,true,YUL,North America,CA,Montréal,429,7.38
3.142.84.62,443,443,true,IAD,North America,US,Ashburn,460,7.38
3.70.180.13,443,443,true,FRA,Europe,DE,Frankfurt,341,7.37
52.70.63.168,443,443,true,IAD,North America,US,Ashburn,426,7.37
18.199.213.201,443,443,true,FRA,Europe,DE,Frankfurt,349,7.37
3.14.135.183,443,443,true,CMH,North America,US,Columbus,288,7.37
3.141.16.50,443,443,true,IAD,North America,US,Ashburn,445,7.37
3.90.222.159,8443,443,true,IAD,North America,US,Ashburn,246,7.37
3.128.26.40,443,443,true,IAD,North America,US,Ashburn,232,7.37
34.205.54.164,443,443,true,IAD,North America,US,Ashburn,281,7.37
3.137.141.78,443,443,true,IAD,North America,US,Ashburn,298,7.37
18.188.1.55,443,443,true,IAD,North America,US,Ashburn,294,7.37
3.18.221.134,443,443,true,IAD,North America,US,Ashburn,335,7.36
3.144.153.158,443,443,true,IAD,North America,US,Ashburn,330,7.36
35.183.98.192,443,443,true,YUL,North America,CA,Montréal,259,7.36
52.90.121.93,443,443,true,IAD,North America,US,Ashburn,325,7.36
18.118.189.97,443,443,true,IAD,North America,US,Ashburn,428,7.36
54.146.173.203,443,443,true,IAD,North America,US,Ashburn,333,7.36
3.20.224.157,443,443,true,IAD,North America,US,Ashburn,269,7.36
18.219.129.96,443,443,true,IAD,North America,US,Ashburn,308,7.35
18.219.190.183,443,443,true,IAD,North America,US,Ashburn,242,7.35
18.219.246.246,443,443,true,IAD,North America,US,Ashburn,254,7.35
18.218.215.64,443,443,true,IAD,North America,US,Ashburn,249,7.35
67.226.221.190,80,443,true,SJC,North America,US,San Jose,437,7.35
18.221.85.255,443,443,true,IAD,North America,US,Ashburn,329,7.35
18.224.71.153,443,443,true,IAD,North America,US,Ashburn,414,7.35
3.21.21.191,443,443,true,CMH,North America,US,Columbus,317,7.35
18.224.136.65,443,443,true,IAD,North America,US,Ashburn,226,7.35
18.220.66.173,443,443,true,IAD,North America,US,Ashburn,246,7.35
18.117.125.128,443,443,true,IAD,North America,US,Ashburn,264,7.35
3.98.127.3,443,443,true,YUL,North America,CA,Montréal,276,7.35
3.90.141.4,443,443,true,IAD,North America,US,Ashburn,254,7.35
3.138.112.214,443,443,true,IAD,North America,US,Ashburn,254,7.35
3.99.150.131,443,443,true,YUL,North America,CA,Montréal,461,7.35
18.118.45.240,443,443,true,IAD,North America,US,Ashburn,291,7.34
18.223.2.171,443,443,true,IAD,North America,US,Ashburn,367,7.34
18.226.214.175,443,443,true,CMH,North America,US,Columbus,399,7.34
35.183.77.44,443,443,true,YUL,North America,CA,Montréal,257,7.34
3.129.18.0,443,443,true,IAD,North America,US,Ashburn,375,7.34
3.21.126.22,443,443,true,IAD,North America,US,Ashburn,310,7.34
3.17.206.16,443,443,true,IAD,North America,US,Ashburn,314,7.34
18.221.154.2,443,443,true,IAD,North America,US,Ashburn,349,7.34
3.137.152.134,443,443,true,IAD,North America,US,Ashburn,319,7.34
3.142.220.98,443,443,true,IAD,North America,US,Ashburn,312,7.34
54.81.129.23,443,443,true,IAD,North America,US,Ashburn,257,7.34
18.188.162.216,443,443,true,CMH,North America,US,Columbus,383,7.34
18.191.187.118,443,443,true,IAD,North America,US,Ashburn,261,7.34
18.116.47.177,443,443,true,IAD,North America,US,Ashburn,295,7.33
3.20.233.234,443,443,true,IAD,North America,US,Ashburn,283,7.33
3.144.238.203,443,443,true,IAD,North America,US,Ashburn,316,7.33
3.144.76.45,443,443,true,IAD,North America,US,Ashburn,263,7.33
3.17.26.160,443,443,true,IAD,North America,US,Ashburn,323,7.33
34.230.62.114,443,443,true,IAD,North America,US,Ashburn,257,7.33
3.15.199.194,443,443,true,IAD,North America,US,Ashburn,314,7.33
3.137.204.170,443,443,true,IAD,North America,US,Ashburn,359,7.33
54.165.54.250,443,443,true,IAD,North America,US,Ashburn,303,7.33
3.70.200.98,443,443,true,FRA,Europe,DE,Frankfurt,424,7.33
3.90.86.207,8443,443,true,IAD,North America,US,Ashburn,295,7.33
3.19.61.125,443,443,true,IAD,North America,US,Ashburn,242,7.33
3.18.110.238,443,443,true,IAD,North America,US,Ashburn,369,7.33
18.117.108.87,443,443,true,IAD,North America,US,Ashburn,359,7.33
54.162.126.94,443,443,true,IAD,North America,US,Ashburn,255,7.33
52.48.12.31,443,443,true,DUB,Europe,IE,Dublin,255,7.33
52.14.202.121,443,443,true,CMH,North America,US,Columbus,377,7.32
18.198.227.161,443,443,true,FRA,Europe,DE,Frankfurt,422,7.32
3.144.74.32,443,443,true,IAD,North America,US,Ashburn,399,7.32
3.16.37.135,443,443,true,IAD,North America,US,Ashburn,262,7.32
18.117.170.187,443,443,true,IAD,North America,US,Ashburn,256,7.32
3.140.255.127,443,443,true,IAD,North America,US,Ashburn,383,7.31
3.15.180.81,443,443,true,IAD,North America,US,Ashburn,418,7.31
54.205.129.47,443,443,true,IAD,North America,US,Ashburn,451,7.31
16.171.18.60,443,443,true,CPH,Europe,DK,Copenhagen,368,7.31
54.76.220.135,443,443,true,DUB,Europe,IE,Dublin,251,7.31
3.90.249.78,443,443,true,IAD,North America,US,Ashburn,252,7.31
3.138.194.230,443,443,true,IAD,North America,US,Ashburn,320,7.31
3.134.108.62,443,443,true,IAD,North America,US,Ashburn,260,7.31
98.82.176.4,443,443,true,IAD,North America,US,Ashburn,230,7.31
3.91.22.7,443,443,true,IAD,North America,US,Ashburn,332,7.31
3.138.125.20,443,443,true,CMH,North America,US,Columbus,253,7.30
3.141.195.68,443,443,true,IAD,North America,US,Ashburn,423,7.30
34.229.208.175,443,443,true,IAD,North America,US,Ashburn,316,7.30
52.14.37.44,443,443,true,CMH,North America,US,Columbus,303,7.30
34.228.235.98,443,443,true,IAD,North America,US,Ashburn,353,7.30
54.90.205.219,443,443,true,IAD,North America,US,Ashburn,382,7.30
54.246.133.187,443,443,true,DUB,Europe,IE,Dublin,269,7.30
3.21.92.62,443,443,true,IAD,North America,US,Ashburn,314,7.29
3.21.125.27,443,443,true,IAD,North America,US,Ashburn,366,7.29
3.22.95.182,443,443,true,IAD,North America,US,Ashburn,273,7.29
54.89.150.69,8443,443,true,IAD,North America,US,Ashburn,250,7.29
3.136.160.85,443,443,true,IAD,North America,US,Ashburn,284,7.29
3.135.215.51,443,443,true,CMH,North America,US,Columbus,351,7.29
3.140.187.204,443,443,true,IAD,North America,US,Ashburn,285,7.29
3.18.221.134,443,443,true,IAD,North America,US,Ashburn,242,7.29
54.225.23.81,443,443,true,IAD,North America,US,Ashburn,298,7.29
13.212.1.81,443,443,true,SIN,Asia Pacific,SG,Singapore,217,7.29
3.131.35.103,443,443,true,IAD,North America,US,Ashburn,352,7.28
3.14.70.34,443,443,true,IAD,North America,US,Ashburn,306,7.28
52.90.230.203,443,443,true,IAD,North America,US,Ashburn,243,7.28
18.118.85.68,443,443,true,IAD,North America,US,Ashburn,328,7.28
54.175.164.243,443,443,true,IAD,North America,US,Ashburn,238,7.28
3.144.228.202,443,443,true,CMH,North America,US,Columbus,348,7.28
3.21.75.219,443,443,true,IAD,North America,US,Ashburn,278,7.27
3.141.28.112,443,443,true,CMH,North America,US,Columbus,426,7.27
3.22.235.143,443,443,true,IAD,North America,US,Ashburn,393,7.27
3.144.125.128,443,443,true,IAD,North America,US,Ashburn,276,7.27
34.201.215.231,443,443,true,IAD,North America,US,Ashburn,290,7.27
18.188.63.203,443,443,true,IAD,North America,US,Ashburn,328,7.27
3.134.116.151,443,443,true,IAD,North America,US,Ashburn,334,7.26
3.145.168.224,443,443,true,IAD,North America,US,Ashburn,325,7.26
52.51.100.47,443,443,true,DUB,Europe,IE,Dublin,335,7.26
18.217.28.185,443,443,true,IAD,North America,US,Ashburn,235,7.26
3.75.204.156,443,443,true,FRA,Europe,DE,Frankfurt,234,7.26
3.70.207.178,443,443,true,FRA,Europe,DE,Frankfurt,406,7.26
3.16.162.177,443,443,true,IAD,North America,US,Ashburn,324,7.26
3.139.73.3,443,443,true,IAD,North America,US,Ashburn,235,7.26
54.198.48.226,443,443,true,IAD,North America,US,Ashburn,324,7.26
3.99.209.239,443,443,true,YUL,North America,CA,Montréal,556,7.26
54.145.84.28,443,443,true,IAD,North America,US,Ashburn,252,7.26
18.196.198.8,443,443,true,FRA,Europe,DE,Frankfurt,426,7.26
18.193.131.26,443,443,true,FRA,Europe,DE,Frankfurt,354,7.25
18.222.31.37,443,443,true,IAD,North America,US,Ashburn,375,7.25
3.134.79.123,443,443,true,IAD,North America,US,Ashburn,375,7.25
3.138.194.230,443,443,true,IAD,North America,US,Ashburn,345,7.25
3.68.64.119,443,443,true,FRA,Europe,DE,Frankfurt,262,7.25
18.221.24.121,443,443,true,IAD,North America,US,Ashburn,364,7.25
35.183.28.192,443,443,true,YUL,North America,CA,Montréal,326,7.25
18.219.132.206,443,443,true,IAD,North America,US,Ashburn,321,7.25
3.144.80.22,443,443,true,IAD,North America,US,Ashburn,313,7.25
18.193.129.166,443,443,true,FRA,Europe,DE,Frankfurt,309,7.25
52.15.124.208,443,443,true,CMH,North America,US,Columbus,294,7.25
3.141.190.35,443,443,true,IAD,North America,US,Ashburn,270,7.25
54.74.188.202,443,443,true,DUB,Europe,IE,Dublin,248,7.25
3.137.206.40,443,443,true,IAD,North America,US,Ashburn,239,7.25
18.220.151.200,443,443,true,IAD,North America,US,Ashburn,402,7.24
18.224.251.243,443,443,true,IAD,North America,US,Ashburn,241,7.24
54.165.50.18,443,443,true,IAD,North America,US,Ashburn,305,7.24
54.171.249.77,443,443,true,DUB,Europe,IE,Dublin,262,7.24
3.21.246.19,443,443,true,CMH,North America,US,Columbus,318,7.24
54.91.59.101,443,443,true,IAD,North America,US,Ashburn,324,7.24
3.18.212.45,443,443,true,IAD,North America,US,Ashburn,236,7.24
35.183.77.44,443,443,true,YUL,North America,CA,Montréal,385,7.23
54.227.30.76,8443,443,true,IAD,North America,US,Ashburn,261,7.23
3.15.207.43,443,443,true,IAD,North America,US,Ashburn,251,7.23
3.134.93.70,443,443,true,IAD,North America,US,Ashburn,295,7.23
3.139.62.228,443,443,true,IAD,North America,US,Ashburn,309,7.23
54.80.90.189,443,443,true,IAD,North America,US,Ashburn,248,7.23
34.193.164.187,443,443,true,IAD,North America,US,Ashburn,356,7.23
18.119.100.188,443,443,true,IAD,North America,US,Ashburn,354,7.23
3.16.164.74,443,443,true,IAD,North America,US,Ashburn,250,7.22
3.126.207.63,443,443,true,FRA,Europe,DE,Frankfurt,327,7.22
3.91.88.47,443,443,true,IAD,North America,US,Ashburn,278,7.22
3.144.174.5,443,443,true,IAD,North America,US,Ashburn,243,7.22
18.191.58.99,443,443,true,IAD,North America,US,Ashburn,324,7.22
18.188.1.249,443,443,true,IAD,North America,US,Ashburn,424,7.22
3.67.100.183,443,443,true,FRA,Europe,DE,Frankfurt,282,7.22
18.191.164.15,443,443,true,IAD,North America,US,Ashburn,242,7.22
